tweets,labels
"@ndtv So the all India maa-behan bhakshaks..oopss..rakshas..errrr...rakshaks the (in)famous bhagwa chaddi Bajarang Dal yo bros were nowhere to be seen near Miranda House like they were during the dandia dance in Gujarat.

PS: since they don't need any formal complaints from the girls!! https://t.co/FR9jMREJs1",gender_equality
"The @stc_india team found out the girl missing school had been forced to go to work, &amp; counselled her parents and others in the community about education; the govt is acting on complaints about infrastructure by building classrooms &amp; improving toilets. #CollectiveImpact (2/2)",gender_equality
"Better study materials, poor toilet facilities, and the constant absence of one girl from school were among the complaints from children of nine schools where partner @stc_india has set up suggestion boxes. 

The suggestions led to solutions (1/2)

#Childrights #education https://t.co/ibx2PRMUz4",gender_equality
"#chandigarhuniversitymms
#ChandigarhNews 

@PIB_India @PMOIndia @ZeeNews @ndtv @ABPNews @aajtak @MirrorNow @TheHintNews 

A group of girls in IIT Bombay complaints, somebody peeps in the Girl Bathroom in Hostel 10

Administration failed to help, CCTVs are also not working.",gender_equality
"@PIB_India @PMOIndia 

A group of girls in IIT Bombay complaints, somebody peeps in the Girl Bathroom in Hostel 10

Administration failed to help, CCTV’s are also not working.",gender_equality
"Yes some complaints are fake but still this makes them stronger than we think
Men's safety is not available now in India 
We all agree that girls needs safety but.......
#BoycottMarriage https://t.co/PK3AoyP1er",gender_equality
@AskNationwide Hi India - I was apparently transferred to complaints and the girl in question couldn’t give me any further information other than to wait - whilst she was helpful and tried everything she could there was literally nothing in her control to help.,gender_equality
"@RituRathaur Too much feminism is destroying India. Legal age if marriage in US is 16 for girls &amp; 18 for boys, in India we are on age raising spree.
We need to realise that jail is not the solution everytime. It is one reason why police doesn't register complaints.

@HMOIndia @AmitShahOffice",gender_equality
"@khanumarfa Well, if Muslims can have a separate marriage laws, inheritance laws, have their own MPLB.
Muslim girls can be married at 13 courtesy Sharia law, even when the rest of india does it at 18. No complaints then.
Obviously, toilets are more important.",gender_equality
In India women don't even file complaints. Forget about justice. Time and again Khap Panchayats have ruled out women calling them slut and punishing them by gang raping. Violence against Women/queers from SC ST community is highest because of Bhraminical Patriarchy.,gender_equality
"Despite decriminalisation of homosexuality in 2018, queer people in India still face violence and persecution. 

Queer people around the world need better support, and rights. 

Police should not be allowed to ignore complaints asking for protection.",gender_equality
@shakkuiyer Mumbaikers often complaints about rest of the india but sadly this girl is a representation of the current lot of Mumbai girls ... I HAVE SEEN SO MANY OF THESE Sasti copy WANNABES of USA Queer culture in Mumbai ughh.,gender_equality
"India 🇮🇳 #Diwali2022 

At workplace man are fired on false complaints either from female colleague or from their estranged wives.

CONSTITUTION IS FEMINIST!!

#NotMyCJI https://t.co/tb1UvCFDfs",gender_equality
"@UNHumanRights 
@PMOIndia
@rashtrapatibhvn
Treat such incident as wake up call. Do set up standard operative procedures with strict compliance to deal with female complaints about molestation or sexually harrasment related crimes in India.  https://t.co/rE6X9MOnHC",gender_equality
"@shri_v @amitsurg @jemin_p @munshiji95 @UnSubtleDesi @DeeEternalOpt @AbhishBanerj @OpIndia_com @zeneraalstuff @madhukishwar @RajeswariAiyer @haryannvi @SwarajyaMag @AgentSaffron and another 70+ yo female (friend's mom) died a lonely death (daughter in usa, unable to reach her. post 1st dose complaints ignored by Dr and her son living in india) post 2nd dose. Location : pune qovishield..",gender_equality
"@KCRG I guess they're taking over my 2 complaints against the female psychiatrist from India and a Goldman from 2019 when a librarian falsely accused me of ""hearing voices""",gender_equality
".
I documented immediately upon release in 2019 I've never ""heard voices""
+ I still haven't. It was a false report
I made 2 complaints against doctors at Mercy Oelwein + Mercy Hospital Waterloo while detained
The female doctor from India wouldn't listen.
https://t.co/AA95WKlkYg",gender_equality
"(1/3) In June, @OfficialDMRC filed its report &amp; informed @India_NHRC that it had removed all signages across 347 #transgender toilets on its premises. It added that it had removed the “half male, half female” symbol from the signages after complaints.
#HerCircle @doctorsaheba https://t.co/128fCMe9SR",gender_equality
@RemaNagarajan If a female pt comes in opd with complaints of pain abdomen and history of missed period which question should be asked fist -Are you married or Are u pregnant ?If she says she is unmarried then can a gynec in india dare to ask Are u pregnant ?,gender_equality
@vipul_im @anamikamber @myogiadityanath I m in Lucknow itself. Do check no.of complaints made to electricity dept within last 2 months. Why 2 months.check last 2 days.&amp; See the robots sitting there.female security is a big issue in India. But ratio? Here people stand in favor of rapists.,gender_equality
"Thus, in the wake of a couple of harassment complaints lodged by female athletes against their respective coaches recently, the Sports Authority of India (SAI) on Wednesday issued certain guidelines, advising the national sports federations (NSFs) to take it up immediately.",gender_equality
"(1/2)
Jolted by two harassment complaints by female athletes against their respective coaches, the Sports Authority of India (SAI) on Wednesday made it mandatory for National Sports Federations (NSFs) to include a woman coach in the contingents,",gender_equality
"Jolted by two harassment complaints by female athletes against their respective coaches, Sports Authority of India has made it mandatory for National Sports Federations to include a woman coach in the contingents if women are competing at home and abroad.

https://t.co/8R7DevkPYo",gender_equality
"@RituRathaur Too much feminism is destroying India. Legal age if marriage in US is 16 for girls &amp; 18 for boys, in India we are on age raising spree.
We need to realise that jail is not the solution everytime. It is one reason why police doesn't register complaints.

@HMOIndia @AmitShahOffice",gender_equality
"Ironically, it was after I left India that I learned more about Indian feminists. Don't for a second think Indian feminism isn't focused on privileged women! The same complaints about Western Feminism also apply to India. Moreover, the best movements happened pre-independence 3/4",gender_equality
"Also trending in #PoliticalScience:
https://t.co/8i0zGPHkKC

• How Riots Spread (@Journal_PoPs)

• Symbolic Violence &amp; Dalit Feminism (@IFJPglobal)

• What Voters Want from their Representatives on Twitter (@ElectoralStdies)

• Citizens' Complaints in India (@Journal_CompPol) https://t.co/VLCzmGvA8P",gender_equality
"Constitution of India guarantees equality before law and equal protection of law. Gender justice is the biggest gimmick of the era. Favouring women is the actual gender justice for a few. There should be strong law against fake complaints too.
 #Feminism 
#MensLivesMatter",gender_equality
"Blind feminism biased system only hears one gender complaints &amp; ignores reality &amp; truth for years &amp; millions of innocent suffers &amp; suicides in India 
@vaastavngo @PurushAayogIN @SupremeCourtIND @MumbaiHighCourt @PMOIndia @HMOIndia @OfficeOfRSP @DoJ_India @CommissionerHR @POI13 https://t.co/MM7ytOAL33",gender_equality
How Can Bollywood Handle Complaints Of Sexual Harassment More Effectively? - Feminism in India https://t.co/6wCEN42E6E,gender_equality
"Remember Jasleen Kaur case? Accused Sarvjeet Singh, how false complaints ruin men's lives in India. 

Now #amityuniversity Incident
Madhav lost his life cause of fake feminism RIP",gender_equality
Goes home and eats what his mother has been cooking for the past 25 years who also happens to be a working mom and complaints on internet how feminism is ruining India,gender_equality
"We should have law to handle this extreme feminism and holocinations. I still believe, who need the support never get it. And these TRP greedy people malign India and it's integrity by these false complaints: https://t.co/oSbeiyJhzN",gender_equality
"#Dowry #India #Hindu NRI husband complaints harassment by wife, in-laws: While threatenin... https://t.co/0ETe8BBjWY #Hinduism #Feminism",gender_equality
#Dowry #India #Hindu Chandigarh women police stations58 Most complaints require us to act ... https://t.co/QpS6B0bItT #Hinduism #Feminism,gender_equality
"@RealAravind36 @AJEnglish Everyone in India knows well that Love jihadh is pervelant in Kerala and India. Nobody will deny that Hindu &amp; Christian,girls are being sold to IS terrorists as sex slaves. Christian bishops had lodged complaints to PM in this regard. You cnt hide these facts any more",gender_equality
"India has a huge caseload of rape cases, many unreported. But this perspective is also true. And courts have debated in the past how to address the power dynamics etc of consensual sex on promise of marriage that later have led to rape complaints by women or their family. https://t.co/MFd4rYQDXr",gender_equality
"An Indian #Catholic priest who was already under suspension following sex abuse complaints face fresh allegation of sexual assault from a minor boy and his father, sparking calls for his dismissal from the priesthood. #SexualAbuse #ChildAbuse #India
https://t.co/NG4WAoWHys",gender_equality
"@fraudinamerica @NASAOIG @DHSOIG @SDNYnews @OCCRP @PandoraPapers @WGEID @ReutersLegal @nypost @globalnews @ifjasiapacific @FT @WSJLawNews @WSJ @LisaLaFlamme_ @FeministNewsCA @FeministPress @MeTooMVMT @NAWHRD1 @Hrdsnetwork @ONUPeru @ConversationCA @derspiegel @UNIDIR @FEC @Europarl_EN @Legaltech_news @IPLawAlerts @BBCBreaking @statefree_world @LGBTcoe @SolidariteMTL @ICRC_NYC @IFRC_MENA @BBCNewsnight @guardian @globalfreemedia @filmindependent @BFI @ibtimes_india @IcelandinGeneva @theindpress @TelegraphNews @globeandmail @AJENews @AJEnglish @Refugees @HumanistsInt @CBCAlerts Lured to UK for human trafficking, ""test case"", impact case, evidence for class action, intl treaties, political seats, ""free dating services"", ""free political focus group"", blocked from lawyers not contracted with intel to sue, slavery, sex trafficking, countless complaints",gender_equality
"Tweet-3
Hey nath,
There are many many vulnerable women in India who got raped in behoshi,,
So,,behoshi vaccine should be invented earliest to earliest,,but till then,,,self assessment sex kits ,,,which helps in registering rape complaints and justice.
Till then,,only method",gender_equality
". @BorisJohnson 
@UNHumanRights @POTUS44 
@POTUS 
@PMOIndia 
Boris take wrong step of convert female mind by gave then facility in multiple of sex workers. 
Same issue in some low level countries like india have various sex escorts online. Same issue 
No result after complaints https://t.co/gwaUyiDtmn",gender_equality
"Women of twitter, please enlighten me why the author is reacting in such a manner. Men have their marriage ages set at 21. And some men are indeed from impoverished households. All the things that the author complaints about is seen in india in either sex.
https://t.co/yQCijhYWuB",gender_equality
"3/3

Else complaints of MARITAL RAPE would become another tool to settle marital discord &amp; divorces.

Man trying to have unnatural sex with wife has become a standard charge in most divorce Petitions.

@UN_Women @NCWIndia @MinistryWCD @DoJ_India @KirenRijiju @NITIAayog @PMOIndia",gender_equality
"@Facebook   what is going on in India porn films posted on fb , done complaints since three days fb didn't deleted sex video  see the link https://t.co/mXr7xtYtrg",gender_equality
"""Cold drink laced with Sedative"" is primary ingredient in plethora of #falserape cases today in India. Most of these complaints are made after 2/3/4 or even 10yrs.

Curiously in all these cases woman continues to have sex with the man for years &amp; tells no one about ""cold drink""",gender_equality
"@AlexSpring17 how he tricked them into sex. Why do you presume a 30 yr old seducing girls of 14-16 into sex while unconscious is innocent and that kids at that age lied for money? China is not India, it should investigate all the rape complaints.
The toxic entertainment circle should be fixed",gender_equality
"Lies lies lies! Over 90 women are raped every single day in India and all experts believe the real number is at least 10 times. We all know how police doesn’t even listen to complaints of Dalits, LGBTQ folks! 
https://t.co/hWXBRwyD9T https://t.co/V3Te4lKXpj",gender_equality
"@SciArtSyd Very beautifully said. I hadn’t understood the complaints on China/India/LGBTQ, etc... that were brought up by others. Now I see there was really nothing to any of it.",gender_equality
"@WhatsIn17292188 @Madame_Micawber LGBTQ were illegal until recently in India, And no one kills LGBTQ in Islamic countries of today. Women are better placed in Islam compared to any other religion &amp; Muslim women have no complaints. Islam is fair &amp; just to every one",gender_equality
"Keki Mistry, Amit Chandra, &amp; other India Inc bosses pause, recall highs of 2018 … in Estonia with allegations of money laundering at the branch in 2014 … looks at wider LGBTQ inclusion India Inc is not creating inclusive … complaints on the rise in India Inc Whistle-blower c… https://t.co/KyPjTctg4J",gender_equality
In India women don't even file complaints. Forget about justice. Time and again Khap Panchayats have ruled out women calling them slut and punishing them by gang raping. Violence against Women/queers from SC ST community is highest because of Bhraminical Patriarchy.,gender_equality
"@Periyaappatakar @impuni Twitter started meddling in India two three years back. BJP star Mahesh Jethmalani was advocate who reprieved Jack Dorsey from the ""Brahmanical Patriarchy"" case. 

All the complaints were falling on deaf years of the Minister. Now Twitter is challenging the Indian state.",gender_equality
"Won't be shocked if India, nest of 1.38billion, tops the list. But more &amp; more complaints being registered. Voices heard. Patriarchy in Afghanistan, Pakistan &amp; Bangladesh never let the victims. https://t.co/SWgvFoKHit",gender_equality
"@YusufDFI Would love to believe it’s bug if there hadn’t been repeated complaints worldwide against them, including US Congress summons, Jack owning up to Left bias of staff, and then doing that ‘brahminical patriarchy’ gig in India. Also, I know this with my own account for last one year",gender_equality
"@ashoswai @pankhuripathak Saw some Brahmins outraged when ""Smash Brahminical Patriarchy"" poster came out.Although it had little to do with Brahminism.Some even filed complaints against Jack Dorsey.Some compared themselves to as 'Jews of India'.Centuries of injustice has been done to lower castes.",gender_equality
"""The police behave really badly with us. First of all, they don't take our complaints seriously."" - Ree

The #TransGender community in #India still faces discrimination in everyday life, despite legislation changes. 

Hear Ree's story 👇
https://t.co/JaWDdGnnWL

@jashosahayog",gender_equality
"(1/3) In June, @OfficialDMRC filed its report &amp; informed @India_NHRC that it had removed all signages across 347 #transgender toilets on its premises. It added that it had removed the “half male, half female” symbol from the signages after complaints.
#HerCircle @doctorsaheba https://t.co/128fCMe9SR",gender_equality
"Delhi Metro Rail Corporation makes amendments in #Transgender Toilet Signage and Language + Appoints Complaints Officer under Transgender Persons Act 
Subsequent to notice by National Human Rights Commission in response to complaint by Dr. Aqsa Shaikh 
@OfficialDMRC
@India_NHRC https://t.co/STJgZcQKrd",gender_equality
"#Transgression: They have got exclusive toilet at Metro stns, but not right name or symbol for it | @doctorsaheba complaints to @India_NHRC to use ‘T’ as the symbol for transgender persons in @OfficialDMRC. #TransCareMedEd 
 https://t.co/8nC8bfLScz @jyotika_kalra @AnantBhan",gender_equality
"The Parliament of India has passed the Transgender Persons (Protection of Rights) Bill, but activists say it will do more harm than good. Complaints include vague wording, lack of binding obligations, and limits on rights to self identification. https://t.co/GY6CXm1JId",gender_equality
"●INDIA
‘The Delhi Commission for Women (DCW) set up a Transgender Cell on Monday to look into complaints of violence, abuse, harassment and discrimination in the transgender community as well as to create awareness.’ https://t.co/2A7QTmimSi",gender_equality
"The #DelhiCommissionforWomen (#DCW) opened its #Transgender #Cell Monday  to look into #complaints of #violence, #abuse, #harassment and #discrimination against the #community, the panel said.   

#Women #Transgender #LGBTQIA #India #NewDelhi

https://t.co/Jil80Coalo",gender_equality
#NewDelhi #CommissionforWomen will have dedicated #transgender #cell. working group will focus  on #complaints of #abuse and #discrimination as well as run programmes to  #reachout to the #community to create #awareness about their #rights. #LGBTQIA #India https://t.co/R4TNEly7Ci,gender_equality
"“While Pakistan, India and Nepal have taken laudable measures to end discrimination... violence against transgender persons continues.  Police frequently refuse to file complaints, and are often complicit,” said @ICJ_org Asia Director @FrederickRawski https://t.co/J4UPekkEQl",gender_equality
"@drmned @drmgnt @thambi_mohideen @drmhyb @drmsecunderabad @Santosh73435173 @drmgtl @DrjpreddyReddy @gmscrailway @SCRailwayIndia @PiyushGoyal @RailMinIndia @PiyushGoyalOffc @drmvijayawada @RailwaySeva @RaoKavitha Good Morning #India #IndianRailways,

Let's also be a part of below said in #01 Category:

1) Theifs Free Traveling
2) Transgender Mukt Railways
3) Maintaining Punctuality
4) Good Food Served, No Outsiders Vendors Allowed.
5) Water Availability in Toilets without Complaints.",gender_equality
"@MyNation_Pradip @JWP_India @MyNation_PM @BrindaAdige @ArnazHathiram @DeepikaBhardwaj @NCWIndia @kapoors_s @smritiirani @SriRudyBABA no body is more aware about the misuse of power by men in uniform, than women.fact remains:in the name of gender equality you are turning a blind eye to corruption and blaming women. it is the cops who filed complaints, arrested, tortured, extorted for money, while you hate women",gender_equality
"Constitution of India guarantees equality before law and equal protection of law. Gender justice is the biggest gimmick of the era. Favouring women is the actual gender justice for a few. There should be strong law against fake complaints too.
 #Feminism 
#MensLivesMatter",gender_equality
"Data shows that #GBV, particularly domestic violence has intensified since the outbreak of #COVID19. In India #NCW received 13410 complaints of #GBV this year, of which 4350 were domestic violence.

#OrangetheWorld #16DaysOfActivism #GenderEquality",gender_equality
"@The_AnuMalik #We want Gender Equality. 
#We want Gender Neutral Laws. 
#We want equal Punishment under #same IPC Sections under which they files False Complaints.@PMOIndia @narendramodi @RajatSharmaLive @smritiirani @krsratan @BisyarVickram @roopenshu @mpnewsin @manojk489 @rashtrapatibhvn",gender_equality
"@DeepikaBhardwaj @MumbaiPolice Shame @MumbaiPolice 
You arrested an innocent.
Theirs no gender equality in India.
None listens to a man's story.
Police go hyper crazy if a girl complaints",gender_equality
"@neiltyson China and India have some of worst records of gender equality yet are amongst most advanced nations(space programs).

Imagine what advances could have been lost to meet gender hiring quotas or due to complaints of “inappropriate” office behavior.

Blatantly political statement.",gender_equality
#PammiGulati to set trend &amp; #HomeMakers in #India will start filing complaints! We R 4 #GenderEquality #Men get ready to file a counter! 💪🏽 https://t.co/qg6w8Kxkna,gender_equality
@namitabhandare Not disgusting but fair. Only fake complaints to be non criminal. Media sells on misquoting gender equality. India to learn.,gender_equality
#Male students in #India can file #sexualharassment complaints the first time https://t.co/QTY59vOZb2 #Genderequality #Mensrights,gender_equality
"@SSRN 
https://t.co/UzRvmXQs5s 
Impact of Covid-19 Pandemic on Prevalence of Complaints Related to Violence against Women in India - A Cross-Sectional Comparative Research Study from 2014 to 2022? https://t.co/N4ehlgI4Ce",gender_equality
In India women don't even file complaints. Forget about justice. Time and again Khap Panchayats have ruled out women calling them slut and punishing them by gang raping. Violence against Women/queers from SC ST community is highest because of Bhraminical Patriarchy.,gender_equality
Impact of Covid-19 pandemic on Prevalence of violence against women complaints in India - A cross-sectional comparative research study from 2014 to 2022? | Cambridge Open Engage https://t.co/uK5oLuwzDR,gender_equality
MY RESEARCH STUDY LINK- @SSRN https://t.co/UzRvmY8BjA Impact of Covid-19 Pandemic on Prevalence of Complaints Related to Violence against Women in India - A Cross-Sectional Comparative Research Study from 2014 to 2022? https://t.co/YYCEvKkFFj,gender_equality
"CRIMRXIV PUBLICATION-
DOI- https://t.co/6yP0ZtHul5
Impact of #COVID -19 pandemic on #Prevalence of complaints related to #Violence  against #women  in India - A cross-sectional comparative research study from 2014 to 2022? https://t.co/2PPO0le8gN",gender_equality
"Read this new FREE criminology article!

Impact of Covid-19 pandemic on Prevalence of complaints related to violence against women in India - A cross-sectional comparative research study from 2014 to 2022?
https://t.co/mkQMdnQNXV",gender_equality
Read this #preprint on @researchsquare: Impact of Covid-19 pandemic on Prevalence of complaints related to violence against women in India - A cross-sectional comparative research study from 2014 to 2022? https://t.co/z4vxZLMvmD,gender_equality
Impact of Covid-19 pandemic on Prevalence of complaints related to violence against women in India - A cross-sectional comparative research study from 2014 to 2022? @SSRN https://t.co/UzRvmXQs5s,gender_equality
Impact of Covid-19 pandemic on Prevalence of complaints related to violence against women in India - A cross-sectional comparative research study from 2014 to 2022? https://t.co/R7oBYEVZVI via @OSFramework,gender_equality
Impact of Covid-19 pandemic on Prevalence of violence against women complaints in India - A cross-sectional comparative research study from 2014 to 2022,gender_equality
Impact of Covid-19 pandemic on Prevalence of violence against women complaints in India - A cross-sectional comparative research study from 2014 to 2022? | Cambridge Open Engage https://t.co/cmPQYi9pgc https://t.co/1KLiWQRMnP,gender_equality
"The problem is with d application of the law in India.There may be a case to apply d POCSO Act in some cases of trafficking of minors too,but in d absence of police complaints, enforcement has remained slow.“d cycle breaks only when there is a complaint &amp; police action follows.” https://t.co/4HEjkfsZ2D",gender_equality
"@fraudinamerica @NASAOIG @DHSOIG @SDNYnews @OCCRP @PandoraPapers @WGEID @ReutersLegal @nypost @globalnews @ifjasiapacific @FT @WSJLawNews @WSJ @LisaLaFlamme_ @FeministNewsCA @FeministPress @MeTooMVMT @NAWHRD1 @Hrdsnetwork @ONUPeru @ConversationCA @derspiegel @UNIDIR @FEC @Europarl_EN @Legaltech_news @IPLawAlerts @BBCBreaking @statefree_world @LGBTcoe @SolidariteMTL @ICRC_NYC @IFRC_MENA @BBCNewsnight @guardian @globalfreemedia @filmindependent @BFI @ibtimes_india @IcelandinGeneva @theindpress @TelegraphNews @globeandmail @AJENews @AJEnglish @Refugees @HumanistsInt @CBCAlerts Lured to UK for human trafficking, ""test case"", impact case, evidence for class action, intl treaties, political seats, ""free dating services"", ""free political focus group"", blocked from lawyers not contracted with intel to sue, slavery, sex trafficking, countless complaints",gender_equality
"An appalling incident of alleged #trafficking of #Dalit workers from India to the US came to light. Following complaints from workers involved in the construction of a temple in #NJ, #FBI  agents and other US federal agency had landed at the temple

https://t.co/5MQBaX0hS6",gender_equality
"Pseudo Indian courts allows ALIENATION of innocent men(one SPOUSE and father) from his child and GOLDDIGGER WIFE(other SPOUSE)
This is a strategy through false allegations (cases and Complaints) filed by GOLDDIGGER wife to do baby trafficking in the pretext of marriage in india.",gender_equality
"Spend an hour watching documentaries about child trafficking in India, polluted rice fields in Indonesia, honor killings in Iraq and all our sad little complaints on this side of the world start to feel so achingly small and so, so stupid. #world #Humanity",gender_equality
"The #YogiAdityanath (@myogiadityanath) government has ordered a probe against two private medical colleges, following complaints of negligence and human organ trafficking.

Complaints were filed in the Chief Minister's Office after which a probe was ordered. https://t.co/0I7hV6IM1X",gender_equality
"18)On Oct 9,2020,Haryana,India Home Minister Anil Vij  said that 351 individuals had been arrested in Haryana on human trafficking charges based on 370 FIR(police complaints) lodged. In May 2020,160 Indians, had been deported from trying to enter USA illegally. https://t.co/LNxwV52UHc",gender_equality
@MhatreNishaad @monikas86164153 @imrgole @yogigade @KanganaTeam Police trafficking m uddhav ke saath mile huye hai. Dont u see their behaviour also? How could u be so dumb. This is been gng on from long time . They dont even write missing complaints.,gender_equality
@vivekanandit78 @SMQureshiPTI Human trafficking is crime .Pakistani government took strict action against all complaints. What you are doing with muslims in India and Kashmir. Killing inoccent peoples,gender_equality
"Until 2014 Gujarat was fully disciplined with strict law &amp; order. 
No drug trafficking. 
Now lot of complaints, indiscipline, frauds, corruption, atrocities and murders.
Let us call Back Modi to run the Gujarat State.
We cannot allow a model &amp; Best state of India to become Worst?",gender_equality
"Just 1 in 4 trafficking cases in India ends in conviction. 

Trials can stretch for years, with victims often withdrawing their complaints after being intimidated by traffickers

Now India is turning the tables on traffickers with child-friendly courts.

https://t.co/qRXu7iV0Ti",gender_equality
"@cityofpatna @UDHDBIHAR @IPRD_Bihar @dm_patna @SwachSurvekshan @MoHUA_India @mygovindia @SwachhBharatGov @HardeepSPuri @Secretary_MoHUA @RoopaMishra77 @yadavtejashwi At ward no. 11, there are no Roads, no drainge, all the waste water from houses are accumulating in nearby empty lands inviting insects, mosquitos, snakes, rats, etc. causing deseases like dengue. Pathetic situation and no one to listen despite complaints. https://t.co/RSbO2UdLbP",clean_water_and_sanitation
"@EurekaForbes Why private message? Let your other consumers and future ones know that complaints can only be registered online where the customer care doesn’t pick up the phone, till they pick up the phone no other official will make good the water purifier but may give a rude response.",clean_water_and_sanitation
"@EurekaForbes Why private message? Let your other consumers and future ones know that complaints can only be registered online where the customer care doesn’t pick up the phone, till they pick up the phone no other official will make good the water purifier but may give a rude response.",clean_water_and_sanitation
"@EurekaForbes Why private message? Let your other consumers and future ones know that complaints can only be registered online where the customer care doesn’t pick up the phone, till they pick up the phone no other official will make good the water purifier but may give a rude response.",clean_water_and_sanitation
"@EurekaForbes Why private message? Let your other consumers and future ones know that complaints can only be registered online where the customer care doesn’t pick up the phone, till they pick up the phone no other official will make good the water purifier but may give a rude response.",clean_water_and_sanitation
"@NigamPrayagraj @aksharmaBharat @HardeepSPuri @MIB_India @PibLucknow @RoopaMishra77 @SwachhBharatGov @SwachSurvekshan @Info_Prayagraj @htTweets @moefcc Many lanes, houses in Vishnapuri Colony, Bamraully get submerged in rain water every year.Lot of complaints, meetings done to look into the issue, engineers survey etc but nagar nigam not moving. Lot of encroachment is there on bada nala but no action. Talking about what safai?",clean_water_and_sanitation
"@bmcbbsr @MayorofBBSR we are facing sewage overflow issue and its been an year lot of complaints raised but there is no solution till now waste water is flowing on road and as citizen of odisha,india we expect that BMC Or Mayor will listen to this issue 🙏 #SwachhBharatAbhiyan",clean_water_and_sanitation
"Due to drainage line overflow whole drainage water reverse back to our home .kindly please do needful on urgent basis as senior citizen stay at home . Behrampura ward .

@AMC_Complaints @Divya_Bhaskar @CMOGuj @MoHFW_INDIA @AmdavadAMC @narendramodi @PMOIndia @ahmedabadmirror https://t.co/yQFIgPHzdq",clean_water_and_sanitation
@AnilRaiGupta Sir our compliant of Havells india water heater Complaints-22102217667238- pending we also inform to Mr Girish Narayan Bhende mumbai Division has Havells india techians without indinty card &amp;on dress logo of Havells company indinty card of Care-360 company so we trust to Havells https://t.co/VUwlnY8iSR,clean_water_and_sanitation
"@suchetadalal In this world of Digital India, why can’t @mybmc  &amp; state gov publish contact details of officers / ministers who shud be contacted for any complaints 

There is absolutely no transparency in governance even in basic civic problems like cleanliness, water, road condition etc",clean_water_and_sanitation
@MoHFW_INDIA Respected sir The Sewage line of Public Toilet in  E Block LSC Vikas Puri New Delhi 18 is badly choked and the whole toilet is filled with sewage water this will be health hazard for everyone. After so many complaints nothing has been done.,clean_water_and_sanitation
"Major Sewer Overflow and Sanitation issue being overlooked by @MunCorpGurugram in Sushant Lok 3. Multiple complaints and tickets opened; BUT NO ACTION. 
Poor Management by @MunCorpGurugram. Request your attention @mlkhattar @anilvijminister @cmohry @MoHFW_INDIA @MoJSDDWS https://t.co/lkugFhsvwI",clean_water_and_sanitation
Call the toll-free number “1100” to resolve your sanitation-related complaints within 24 hours. #SwachhataJaariHai  @MoHuA_India https://t.co/SUVeTv56pi,clean_water_and_sanitation
"@GVMC_VISAKHA @COC_GVMC @Vizag_SmartCity @SwachhBharatGov @SwachSurvekshan @swachhbharat @SwachhaAndhra @CDMA_Municipal @MoHUA_India guys dont get carried away gvmc propoganda. i gav sevral complaints via social media nd spandana. all related to sanitation and horticulture none of them r cleared if u still hv doubts go check Complaint no. 520012200051 , VSP202112132175 etc.or none of thm resolved since years",clean_water_and_sanitation
"@GVMC_OFFICIAL @CDMA_Municipal @COC_GVMC @swachhbharat @SwachSurvekshan @SwachhBharatGov @AndhraPradeshCM @MoHUA_India @Vizag_SmartCity marripalem vuda colny drainage canals clean cheyandi ani complaints isthe , mee sanitation staff garabge bin clean chesi complaint close cesharu . worst and lazy staff, we want action on complaints , knw teh difference between drainage canal and garbage bin and thn Act on it.",clean_water_and_sanitation
"#MyCleanIndia #MyCityMyPride @SwachhBharatGov @Secretary_MoHUA @BhallaAjay26 @MoHUA_India @LtGovDelhi
#SwachhSurvekshan2022
Citizen Feedback from Youth ""Yuva"" ( Q-4)
Have you downloaded Swachhata App or EDMC 311 App to resolve your sanitation related complaints  ?",clean_water_and_sanitation
"#AzadiKaAmritMahotsav #MyCleanIndia  @SwachhBharatGov @Secretary_MoHUA @MoHUA_India @LtGovDelhi
#SwachhSurvekshan2022
Citizen Feedback from Youth ""Yuva"" ( 15--29  years age) 
Have you downloaded Swachhata App or SDMC 311 App to resolve your sanitation related complaints  ?",clean_water_and_sanitation
"#AzadiKaAmritMahotsav #MyCleanIndia  @SwachhBharatGov @Secretary_MoHUA @MoHUA_India @LtGovDelhi
#SwachhSurvekshan2022
Citizen Feedback from Youth ""Yuva"" ( 15--29  years age) 
Have you downloaded Swachhata App or SDMC 311 App to resolve your sanitation related complaints  ?",clean_water_and_sanitation
"Rapid redressal of water supply complaints.
India’s per person disease burden due to unsafe water and sanitation 12 times higher than #SriLanka and 40 times higher than #China. Water-borne diseases like diarrhoea  leading killer here.
Other than state governments like BJD’s in...",clean_water_and_sanitation
"@cmohry , @PMOIndia actual status of sanitation india , open defecation free india.  Sewerage water overflowing in street of sector 2 part Rohtak even after multiple complaints . Department says they cannot do any thing. This will continue as it is. Will anyone do help
9812438124",clean_water_and_sanitation
"This sanitation problem hasn't changed over the years. Requesting authorities to seriously look into this matter to resolve. 

Location: Ghodasar Lake

#Ahmedabad #Ahmedabadlive 

@AmdavadAMC @AMC_Complaints  @CollectorAhd @MoHFW_GUJARAT  @MoHFW_INDIA @BJP4Gujarat @Mukeshias https://t.co/8NuBSQfd4D",clean_water_and_sanitation
@PIB_India @jaljeevan_ @MoJSDoWRRDGR But your water supply Department did not respond on complained and we suffer alot in rural areas..and neither swach bharat Sanitation department respnds on complaints nor drainage systems plannings are very well in Rural areas. 🙁🙁,clean_water_and_sanitation
Stop planes landing from India and any where else co CNN ud@no is height stop contamination in the Uk boris has done this he@id to complaints https://t.co/vzzqjZmScI,clean_water_and_sanitation
